DamName,DamType,Province,DamLink,DamDescription
百花水电站,注册电站34座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1047,"<td class=""nr3"" align=""left""><p>    </p>
<div>      百花水电站位于贵州省贵阳市境内，距市区26km，是乌江支流猫跳河上的第二个梯级电站。电站以发电为主，兼有防洪、灌溉、供水、养殖、旅游等综合效益。坝址控制流域面积1895km<sup>2</sup>，水库总库容2.208亿m<sup>3</sup>，为年调节水库。电站增容后总装机容量27MW，属二等工程。大坝、溢洪道及放空底孔为2级建筑物，按100年一遇洪水设计，相应洪水位和库容分别为1194.82m和1.7961亿m<sup>3</sup>；按10000年一遇（防洪加固标准）洪水校核，相应洪水位和库容（总库容）分别为1197.42m和2.208亿m<sup>3</sup>。水库正常蓄水位为1195.00m，相应库容1.82亿m<sup>3</sup>，汛限水位1190.50m，死水位为1188.00m，相应库容0.99亿m<sup>3</sup>。电站枢纽由拦河坝、右岸溢洪道、放空底孔、右岸引水系统及地面厂房等建筑物组成。</div>
<div>      拦河坝为钢筋混凝土斜墙堆石坝，1988年12月大坝垂直加高1.52m后坝顶高程1198.22m，最大坝高50.22m，防浪墙顶高程1199.42m（底部高程1196.70m，即钢筋混凝土斜墙顶高程），坝顶总长340.0m。坝体断面从上游至下游依次为钢筋混凝土斜墙、混凝土垫层、干砌块石、堆石。钢筋混凝土斜墙厚0.6m～1.8m，全坝面板分22条横缝（垂直缝）和3条纵缝（水平施工缝），缝内设有止水铜片、沥青麻片止水，混凝土砂浆塞块封口；斜墙与坝基接触部位设混凝土底座，斜墙与底座间为半圆形活动铰接；斜墙后的混凝土垫层厚0.6m～2.0m，亦设纵横缝，与斜墙纵横缝位置错开；大坝下游采用干砌块石护坡，坝脚加设盖重；坝顶为宽8m的砂石路面。</div>
<div>      泄洪设施由3孔岸边胸墙式溢洪道和2孔开敞式溢洪道组成，10000年一遇洪水时，最大下泄流量2370m<sup>3</sup>/s（2000年一遇洪水时，最大下泄流量2090m<sup>3</sup>/s）。3孔岸边胸墙式溢洪道（即老溢洪道）进口底板高程1183.00m，孔口尺寸6.0m×7.0m（宽×高，下同），设弧形工作闸门控制，泄槽宽18m、长171m；2孔开敞式溢洪道位于胸墙式溢洪道（即新溢洪道）的右侧，堰顶高程为1189.00m，孔口尺寸10.0m×6.0m，设弧形工作闸门控制，泄槽宽12m、长171m，系1988年12月扩建的。</div>
<div>      放空底孔由导流洞改建而成，位于大坝右岸、发电引水隧洞左侧，由进水口、渐变段、均匀直管段、闸门井、平面弯管段、出口渐变段及下游综合式消能工组成；洞身为圆形断面，内径3.0m，钢筋混凝土衬砌，进口底板高程1153.50m，长202.0m，出口底板高程1152.50m。进口闸门井内各设一扇平板工作钢闸门和平板检修钢闸门，检修闸门、工作闸门孔口尺寸均为3.0m×3.0m，两闸门之间相隔1.5m，设计水头分别为36m和41.5m，均为动水启闭，检修闸门启门水位1175.00m，闭门水位1180.00m，工作闸门操作水位为1185.00m，分别由设在1196.7m高程平台上的2×630kN（共用1套减速器）固定卷扬式启闭机操作。据计算，在死水位1188.0m时，可泄放流量98.94m<sup>3</sup>/s，流速16.5 m/s；在设计洪水位1194.82m时，可泄放流量108.87m<sup>3</sup>/s，流速18.1m/s。放底孔不参与泄洪，建成至今，从未使用过。</div>
<div>      引水发电系统位于大坝右岸，两条引水隧洞直径均为3.6m，钢筋混凝土衬砌长度分别为150.26m和146.25m。岸塔式进水口底板高程1174.50m。发电厂房为地面式，内装机2台水轮发电机组。1992年1<sup>#</sup>机组增容为12MW，2003年2<sup>#</sup>机组增容为15MW。</div>
<div>      坝基主要岩性为泥岩、泥灰岩和钙质灰岩夹页岩。本区地震动峰值加速度小于0.05g，反应谱特征周期0.35s，相应地震基本烈度小于Ⅵ度。</div>
<div>      本工程勘测设计单位为贵州省水利电力厅勘测设计院，施工单位为贵州省水利电力厅水电工程局。大坝始建于1960年，于1965年12月开始蓄水，1966年6月建成。水电站运行单位为红枫水力发电厂，主管单位为国电贵州电力有限公司。</div></td>"
格里桥水电站,注册电站34座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1440,No description
大花水水电站,注册电站34座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1350,No description
扎拉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1662,No description
白市水电站,注册电站34座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1577,No description
易贡河口水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1631,No description
叶巴水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1651,No description
岩比水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=2237,No description
亚龙水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1625,No description
夏曲水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1627,No description
希让水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1643,No description
通麦水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1632,No description
索玉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1639,No description
通灯水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1633,No description
同卡水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1647,No description
松塔水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1661,No description
松宗水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1640,No description
旁多水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1794,No description
怒江桥水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1650,No description
如美水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1654,No description
帕隆水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1634,No description
热玉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1629,No description
木里河水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=2064,No description
罗拉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1664,No description
洛河水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1630,No description
连得水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1638,No description
卡西水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1648,No description
金沙江波罗水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=2235,No description
街需水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1622,No description
郎采水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1626,No description
卡贡水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1819,No description
解放桥水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1645,No description
卡布水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1641,No description
江达水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1628,No description
加查水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1796,No description
汗密水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1642,No description
俄米水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1663,No description
俄南水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=2238,No description
大吉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1621,No description
大古水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1797,No description
侧格水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1818,No description
大渡卡水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1635,No description
背崩水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1646,No description
邦多水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1656,No description
比通水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1637,No description
班达水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1649,No description
巴玉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1620,No description
八玉水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1636,No description
昂曲水电站,其他电站47座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1652,No description
果多水电站,备案电站1座,西藏,http://www.dam.com.cn/damView/view.jsp?id=2076,"<td class=""nr3"" align=""left"">    果多水电站工程为扎曲规划的第二个梯级，工程等别为三等工程，工程规模为中型。坝址以上控制流域面积33470km<sup>2</sup>，电站以发电为主，水库正常蓄水位为3418.00m，死水位3413.00m。正常蓄水位以下库容7959万m<sup>3</sup>，调节库容1746万m<sup>3</sup>，具有周调节性能，电站装机容量160MW（4×40MW）。<br><p>    工程枢纽由碾压混凝土重力坝、坝身泄洪冲沙系统、左岸坝身引水系统、坝后地面厂房等永久建筑物组成。大坝顶高程为EL.3421.00m，坝顶宽8.00m，最大底宽72.00m，最大坝高83.00m（优化后），坝顶全长235.50m。3个坝身溢流表孔布置在河床中部，表孔每孔净宽9m。泄洪冲沙孔布置在溢流表孔左侧，尺寸为4.50m×5.50m(宽×高)。引水发电系统布置在在坝后河床左岸，采用1机1管的供水方式，单条引水管路长110.785m，钢管内径4.80m，引用流量365m<sup>3</sup>/s。2013年1月大坝开工； 2015年11月20日下闸蓄水。</p></td>"
直孔水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1257,"<td class=""nr3"" align=""left"">    直孔水电站位于西藏自治区拉萨河中下游墨竹工卡县境内，距下游拉萨市约96km。工程主要任务是发电，同时兼有灌溉及下游防洪等综合效益，电站总装机容量100MW（4×25MW）。坝址以上流域面积20179km<sup>2</sup>，水库校核洪水位3889.35m，设计洪水位3889.10 m，正常蓄水位3888.00m，防洪限制水位3885.00m，死水位3878.00m，水库总库容2.24亿m<sup>3</sup>，为季调节水库。<br><p>    枢纽工程由拦河坝、引水系统、电站厂房及开关站等组成，采用“侧向取水、正向冲沙”的布置方式。拦河坝总长1422.18m，坝顶高程3892.60m，由左岸碎石土心墙堆石坝和右岸混凝土闸坝组成。左岸碎石土心墙堆石坝全长1331m，最大坝高44.60m，坝顶宽6m，心墙顶部高程为3892.00m，上、下游坡均为1：0.25，在心墙和坝壳间及大坝下游基础面设反滤层，坝基防渗采用全封闭或悬挂式混凝土防渗墙和粘土截水槽相结合的防渗方式，防渗墙厚0.80m，最大深度79m。右岸混凝土闸坝全长90.18m，包括左导墙、3孔混凝土溢流坝、1孔冲沙底孔与右岸连接坝段，最大坝高57.60m，混凝土闸坝基础（包括取水口进水闸）布置有帷幕灌浆。</p>
<p>    溢流坝段通过导墙与左岸碎石土心墙堆石坝相连，共3孔，每孔净宽12m，溢流堰顶高程3876.10m。冲沙底孔位于溢流坝段左侧，并与右岸连接坝段相连，闸孔净宽5m，闸室底板高程3851m。3孔溢流坝和1孔冲沙底孔在校核洪水时共同参与泄洪，采用宽尾墩与底流消能相结合的方式消能。每孔溢流坝布置一扇弧形工作闸门，工作闸门前设一道平板检修门槽，3孔共用1扇检修门，闸墩尾部采用宽尾墩形式。冲沙底孔设有事故闸门和工作闸门，门型分别为下游止水的平面滑动闸门和上游止水的平板定轮闸门。因施工导流需要，在每孔溢流坝段内设一个7m×8m（宽×高）的临时导流底孔，其底板高程为3852.00m。</p>
<p>    工程于2003年5月18日正式开工，同年9月30日完成河床一期导流。2006年10月21日正式下闸蓄水，同年11月18日首台机组启动试运行。另外三台机组分别于2006年12月5日、2007年4月20日、2007年5月 18 日并网运行。</p>
<p> </p></td>"
老虎嘴水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1466,"<td class=""nr3"" align=""left""><p>    老虎嘴水电站工程位于林芝地区工布江达县巴河干流上，是巴河巴松湖以下河段梯级开发规划的第七个梯级电站，距巴河出口约5.5km，距工布江达县约44km，距拉萨市约343km。坝址以上控制流域面积4140km<sup>2</sup>，总库容9590万m<sup>3</sup>，调节库容710万m<sup>3</sup>，为日调节水库。工程开发任务为发电，总装机容量为102MW。水库正常蓄水位3297.00m，设计洪水位（P＝1％）为3297.00m，校核洪水位（P＝0.2％）为3297.80m，死水位为3295.00m。工程为三等中型工程，主要建筑物按3级建筑物设计，枢纽工程由挡水建筑物、泄水建筑物和引水发电系统等组成。挡水建筑物由左副坝、中间混凝土坝、进水口坝段和右副坝组成，坝顶高程3299.00m，坝顶长度255.50m，最大坝高79.00m。泄水建筑物由左岸溢洪道及右岸泄洪洞两部分组成。溢洪道共3孔，每孔净宽8.00m，堰顶高程3290.50m；泄洪洞进口底板高程3240.00m；溢洪道和泄洪洞均采用挑流消能，最大联合泄流量为1580 m<sup>3</sup>/s。</p>
<p>    2007年3月电站开工建设，2010年11月下闸蓄水至初期运行水位，2011年4月继续蓄水至正常蓄水位，2011年5月三台机组全部投产发电，2014年1月完成工程竣工安全鉴定。</p></td>"
羊湖抽水蓄能电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1259,"<td class=""nr3"" align=""left""><p>    </p>
<p>    羊湖抽水蓄能水电站（以下简称羊湖电站），位于西藏自治区贡嘎县内，距拉萨市86km。电站引高原湖泊羊卓雍湖（上水库，以下简称羊湖）湖水发电，抽取雅鲁藏布江（下水库，以下简称雅江）水入湖蓄能，电站总装机容量112.5MW(4×22.5 MW +22.5MW，4台三机式抽水蓄能机组，1台常规发电机组)。上水库羊湖位于西藏自治区浪卡子县内，是一个天然封闭型高原湖泊，流域集水面积6100km<sup>2</sup>，湖水面积约620km<sup>2</sup>(正常蓄水位4440.50m时)，相应蓄水量为150亿m<sup>3</sup>，最低发电运行水位4437.00m，水库相应有效库容约19.0亿m<sup>3</sup>。下游雅江取水河段校核洪水位（P=0.5%）为3596.77m，设计洪水位（p=0.33%）为3596.59m，最枯流量进水位为3592.85m。引水、尾水系统均采用1洞5机布置，设计最大静水头840.8m,为高水头电站。</p>
<p>    工程于1985年3月批准兴建，1986年7月停工，1989年9月复工，1995年9月和12月引水隧洞进行充水试验，1996年引水隧洞、压力钢管及调压井补强加固处理，1997年7月试运行，1998年通过竣工初步验收正式投产运行。</p></td>"
金河水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1184,No description
多布水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1795,"<td class=""nr3"" align=""left""><p>    </p>
<p>    多布水电站位于西藏自治区林芝市境内的尼洋河上，坝址在八一镇上游28km。工程开发任务为发电，兼顾灌溉，装机容量120MW（4×30MW）。水库总库容8500万m<sup>3</sup>，正常蓄水位3076.00m，汛期限制水位3074.00m，工程为三等中型，主要建筑物按3级建筑物设计。工程枢纽主要由右岸土工膜防渗砂砾石坝、泄洪闸、生态放水孔、河床式厂房、左岸混凝土重力坝、鱼道等组成，其中土工膜防渗砂砾石坝最大坝高27.0m，河床式厂房坝段最大坝高49.6m。泄水建筑物为8孔泄洪闸和2孔生态放水闸，最大泄流量为4822m<sup>3</sup>/s。</p>
<p>    工程于2012年3月主体工程动工，2015年7月下闸蓄水，2015年8月首台机组投产，2016年1月全部机组投产发电。</p>
<p></p></td>"
狮泉河水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1265,No description
ZM水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1623,"<td class=""nr3"" align=""left""><p align=""left"">    </p>
<p>    ZM水电站位于西藏山南市加查县境内的雅鲁藏布江干流中游河段，坝址距加查县17km。工程开发的任务为发电，兼顾生态环境用水要求，装机容量510MW(6×85MW)。水库总库容0.93亿m<sup>3</sup>，正常蓄水位3310.00m，工程为二等大（2）型，主要建筑物按2级建筑物设计。坝顶全长387.50m，混凝土重力坝最大坝高116.0m，坝顶高程为3314.00m。泄洪建筑物为6孔泄洪表孔和2孔冲沙底孔，最大泄流量为17100m<sup>3</sup>/s。</p>
<p>    工程于2010年7月正式开工，2014年11月下闸蓄水，2014年11月首台机组投产，2015年10月全部机组投产发电。</p>
<p></p></td>"
查龙水电站,注册电站8座,西藏,http://www.dam.com.cn/damView/view.jsp?id=1332,No description
周公河水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1919,No description
枕头坝二级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1823,No description
紫岗坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2720,No description
中田村水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2958,No description
子耳河河口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3147,No description
真都水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2692,No description
油槽湾水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2190,No description
硬梁包水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1690,No description
依鲁觉水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2185,No description
英达水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2688,No description
渔子溪二级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2573,No description
银江水电 站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3129,No description
一道桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1990,No description
药呷水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2716,No description
叶塘水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2917,No description
杨柳坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2779,No description
燕窝沟水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2778,No description
燕麦坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2736,No description
叶巴滩水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1721,No description
杨房沟水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1677,No description
燕儿岩水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1911,No description
烟峰水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1908,No description
新龙水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2696,No description
牙根二级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1680,No description
漩坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2897,No description
新桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3030,No description
烟岗二级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2727,No description
牙根一级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1822,No description
小坪子水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2912,No description
小金川水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2780,No description
吴家街水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2875,No description
小河营水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2920,No description
下尔呷水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1782,No description
希均水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2703,No description
武都水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2909,No description
五里堡水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2531,No description
湾一水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2806,No description
乌东德水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1696,No description
万年桥,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3142,No description
湾三水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2804,No description
通哈水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2687,No description
温波寺水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2679,No description
王关水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2826,No description
洼皂水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2734,No description
田坝水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1868,No description
铁西水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1925,No description
天龙湖水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2534,No description
铁笼堡水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2915,No description
苏洼龙水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1657,No description
太阳河口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2771,No description
斯约武水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2773,No description
水晶堡水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2916,No description
双江口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1683,No description
双柏水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3028,No description
石硼水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2602,No description
上铺子水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2722,No description
石梯子水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2719,No description
上河坝水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2783,No description
沙则水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2223,No description
沙坪一级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1824,No description
上打古水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1891,No description
沙嘴水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2539,No description
沙坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3027,No description
沙坝二期水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2536,No description
桑卡宗巴水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2706,No description
日谷村水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2183,No description
仁青岭水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2680,No description
沙匡水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1907,No description
热巴水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2681,No description
群都水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2228,No description
偏窗子水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2541,No description
跑马坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1920,No description
木茹水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2699,No description
牛牛坝水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2181,No description
尼格水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2227,No description
庙子坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2721,No description
棉纱湾水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1853,No description
木格措、金盖水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2789,No description
孟底沟水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1678,No description
潘拥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2229,No description
美沟水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2707,No description
马回水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1899,No description
马桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2583,No description
灵关水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1463,No description
两河口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1448,No description
联布水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2187,No description
栗子坪水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1896,No description
龙溪口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2540,No description
芒多水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2708,No description
利泽水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2923,No description
莲花岩水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2532,No description
理县水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1893,No description
楞古水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1679,No description
老鹰岩水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1779,No description
劳动桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3034,No description
腊鹅水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2739,No description
拉玛隆水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2225,No description
康勒寺水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2683,No description
拉哇水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1653,No description
开建桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2828,No description
库西绒水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2713,No description
金窝水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2799,No description
卡拉水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1694,No description
卡龙水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2775,No description
金沙水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3128,No description
金鹅水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2822,No description
金凤桥水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2901,No description
金川水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1684,No description
金龙潭水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2535,No description
将军坡水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1916,No description
甲米水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2737,No description
江口水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3026,No description
洪一水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2800,No description
洪三水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2802,No description
红叶一级水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=3145,No description
洪州水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2827,No description
红桥关水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2529,No description
葫芦坝水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=1915,No description
黑河水电站,其他电站170座,四川省,http://www.dam.com.cn/damView/view.jsp?id=2960,No description
